Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Z_CostContact,Z_Revenue,Total_kids
49980,79,104,1,54,13,9,14,2,3,1,5,5,3,11,1
15072,96,8,2,15,0,10,18,4,3,1,3,5,3,11,2
49166,17,224,2,25,7,0,110,2,5,3,3,6,3,11,1
65324,0,384,0,102,21,32,5,3,6,2,9,4,3,11,1
82347,38,556,54,845,202,133,63,1,7,7,10,3,3,11,0
30843,43,24,0,2,0,0,9,2,1,1,2,5,3,11,2
46374,1,408,0,21,0,0,17,3,7,1,7,8,3,11,1
60474,25,265,199,303,234,9,170,7,10,2,12,7,3,11,1
38576,2,34,0,7,0,0,0,1,1,0,3,7,3,11,1
55357,66,374,64,116,84,25,64,3,6,2,11,5,3,11,2
37758,49,27,2,10,0,0,1,2,1,0,3,8,3,11,2
85710,5,600,20,350,29,30,33,1,6,9,10,2,3,11,0
23228,71,13,2,18,6,1,0,2,2,0,3,8,3,11,1
44602,35,167,2,89,0,0,34,6,6,1,4,8,3,11,2
7500,94,0,2,3,4,1,5,1,0,0,3,6,3,11,0
38683,80,46,35,69,84,41,66,6,4,1,6,7,3,11,1
49514,61,88,39,78,58,13,93,2,6,1,4,7,3,11,1
57906,29,243,11,119,10,3,15,3,4,2,8,4,3,11,1
43456,0,275,11,68,25,7,7,3,5,1,8,5,3,11,1
19485,80,6,0,4,0,0,0,1,1,0,2,7,3,11,2
53172,54,121,62,90,68,20,125,3,2,3,8,3,3,11,1
30545,71,4,12,15,19,7,12,2,2,0,3,7,3,11,1
70123,27,1308,0,396,23,0,0,1,5,7,4,3,3,11,0
62450,61,515,47,267,62,66,38,2,5,5,4,3,3,11,1
21675,55,4,0,16,17,4,4,3,4,0,3,7,3,11,1
42395,35,48,13,57,24,15,25,4,3,1,4,7,3,11,2
61346,34,562,58,168,43,16,142,1,5,7,10,3,3,11,1
80812,95,769,22,500,210,143,33,1,4,8,5,2,3,11,0
42835,64,379,4,93,12,9,98,7,6,6,4,6,3,11,2
39922,30,29,12,59,19,1,36,2,3,0,4,8,3,11,1
86424,12,387,68,569,89,45,68,1,6,9,12,1,3,11,0
17117,96,12,23,38,30,18,7,4,3,1,3,9,3,11,1
24762,16,6,10,12,3,15,40,3,3,1,2,8,3,11,1
35797,16,27,1,14,4,1,21,2,2,0,3,8,3,11,1
36627,78,9,1,5,0,0,1,1,0,0,3,5,3,11,2
51111,83,22,0,19,6,5,3,2,2,0,3,6,3,11,2
86857,96,899,102,838,133,102,40,1,5,6,10,2,3,11,0
82072,67,889,55,685,168,92,129,1,3,2,13,1,3,11,0
46231,87,189,2,55,0,5,12,4,6,1,4,9,3,11,3
42243,34,48,0,2,0,0,5,2,2,0,3,7,3,11,2
51195,46,230,14,156,82,24,58,8,9,2,5,8,3,11,2
68092,7,852,60,207,78,36,48,2,2,6,10,5,3,11,0
31814,73,35,3,20,4,1,20,2,2,0,3,9,3,11,1
51390,54,205,20,47,23,2,56,6,5,2,5,5,3,11,2
76630,93,255,31,446,40,56,175,1,3,10,11,1,3,11,0
26868,52,0,0,1,8,3,2,1,1,0,2,7,3,11,1
48948,53,437,8,206,160,49,42,2,7,10,5,6,3,11,0
55260,81,825,8,53,11,0,242,2,8,10,5,6,3,11,1
64090,8,316,58,161,76,51,135,1,6,9,4,5,3,11,1
78331,97,756,138,354,160,169,61,2,10,6,7,4,3,11,1
37087,50,194,55,134,15,0,3,3,4,2,8,6,3,11,1
21846,38,7,17,18,6,10,26,4,4,0,3,8,3,11,1
81320,61,183,33,493,59,103,57,1,4,3,10,2,3,11,0
54137,46,171,0,11,0,1,20,2,4,1,4,6,3,11,1
66825,73,243,101,405,29,40,40,1,4,5,6,2,3,11,0
57100,19,181,21,69,39,3,96,1,3,3,6,3,3,11,0
58917,10,151,7,89,0,7,28,5,4,1,6,5,3,11,3
85072,94,494,92,391,194,11,241,1,3,4,10,0,3,11,0
86429,10,464,28,873,29,18,37,0,7,4,7,2,3,11,0
45684,37,5,1,5,10,0,7,1,1,0,2,7,3,11,1
47889,94,29,0,29,0,5,4,1,2,0,3,5,3,11,1
45921,23,102,9,49,24,3,12,1,2,1,6,4,3,11,0
78420,75,604,28,674,91,28,28,1,3,10,8,1,3,11,0
75114,40,571,12,523,63,60,24,1,3,10,5,2,3,11,0
52278,24,953,0,71,0,0,174,6,10,5,10,8,3,11,1
35641,11,63,3,67,8,9,28,2,3,1,4,7,3,11,1
95529,29,770,29,890,250,27,24,1,7,3,7,3,3,11,0
62820,51,398,61,265,138,61,53,1,3,4,6,1,3,11,0
73113,86,741,19,154,50,9,28,1,3,4,7,2,3,11,0
84169,9,1478,19,403,0,19,0,1,7,6,6,3,3,11,0
42607,30,156,29,56,30,32,47,2,3,2,7,3,3,11,1
74637,73,960,64,464,146,0,16,1,6,9,9,3,3,11,0
46015,25,38,0,2,0,0,6,1,1,0,3,7,3,11,2
72354,67,315,26,473,220,12,182,1,2,10,6,1,3,11,0
39858,67,15,20,25,2,7,26,1,2,0,4,6,3,11,1
34469,58,19,6,20,0,5,12,3,1,1,4,4,3,11,2
83033,82,812,99,431,237,149,33,1,11,4,10,5,3,11,1
24401,98,73,28,217,10,24,115,3,6,1,6,8,3,11,0
77583,93,372,23,384,250,12,108,1,4,5,9,2,3,11,0
74116,53,871,111,704,145,55,166,1,4,4,10,2,3,11,0
74293,66,375,152,335,93,91,81,1,5,4,6,2,3,11,0
68397,6,760,80,466,17,13,80,1,6,9,5,3,3,11,1
79632,42,471,0,510,99,21,12,1,6,4,9,2,3,11,0
46107,78,31,9,27,16,9,33,1,1,1,4,3,3,11,1
64950,29,819,0,72,12,0,63,2,11,2,10,7,3,11,1
25443,82,1,4,3,8,9,7,1,1,0,3,8,3,11,1
75127,92,203,35,305,46,17,227,1,2,11,5,1,3,11,0
32892,78,26,0,15,2,1,2,2,3,0,3,8,3,11,1
71796,54,354,21,311,167,75,32,1,9,3,4,4,3,11,0
67536,45,1253,0,447,23,71,35,3,11,5,11,8,3,11,1
55239,59,371,17,238,23,24,106,3,7,5,11,5,3,11,1
60554,8,588,7,76,110,15,15,2,8,4,9,6,3,11,1
64831,51,480,86,249,75,86,144,8,6,3,5,6,3,11,2
56067,51,517,12,54,16,6,120,2,7,4,7,5,3,11,1
82025,76,267,98,606,48,70,98,1,3,2,6,1,3,11,0
94384,62,1111,24,790,160,45,172,0,5,8,5,2,3,11,0
14906,86,7,7,14,7,16,15,3,2,1,3,7,3,11,0
51563,60,1166,0,48,0,0,36,1,4,4,10,8,3,11,0
57937,56,261,42,144,55,48,133,3,4,4,9,3,3,11,1
68274,83,135,25,51,23,25,46,2,4,2,5,3,3,11,2
39771,92,6,2,18,2,8,14,1,2,0,3,4,3,11,1
67893,31,711,28,142,49,18,47,2,3,2,9,8,3,11,1
27922,80,11,0,13,2,4,11,1,2,0,3,4,3,11,1
52190,39,42,0,17,0,0,18,3,2,1,3,5,3,11,2
44051,20,79,7,58,6,3,18,4,3,1,4,6,3,11,2
42767,53,20,6,43,19,5,38,1,3,1,2,8,3,11,2
46106,84,30,0,8,2,0,14,1,1,1,2,6,3,11,2
16927,50,20,2,23,3,1,4,5,3,0,4,8,3,11,2
59754,96,115,27,44,4,146,139,3,5,2,6,5,3,11,1
53700,94,263,5,233,69,41,83,4,5,5,8,5,3,11,1
59041,25,69,2,15,2,2,6,2,2,0,4,5,3,11,2
54237,48,267,3,30,4,0,57,4,5,2,5,6,3,11,1
70647,65,561,85,171,25,123,114,2,4,7,13,2,3,11,1
52597,69,492,0,37,7,0,42,3,6,3,8,5,3,11,1
41021,12,14,7,9,6,16,12,2,2,0,3,6,3,11,1
40233,84,80,4,46,0,17,2,5,2,1,5,6,3,11,1
50183,47,97,12,84,13,10,15,7,3,1,6,5,3,11,2
54753,87,197,107,227,7,59,131,3,5,2,11,4,3,11,1
92955,35,693,21,925,31,24,84,1,6,7,9,2,3,11,0
33471,47,43,2,27,0,9,12,3,3,0,4,7,3,11,1
34596,48,14,0,2,0,0,7,1,1,0,2,8,3,11,1
44010,46,186,36,234,86,72,48,6,10,2,6,9,3,11,1
84219,27,434,137,400,45,137,45,1,3,4,10,1,3,11,0
40706,37,59,0,11,4,2,5,4,3,0,4,7,3,11,3
15716,8,16,5,30,8,7,26,3,3,0,4,8,3,11,1
59052,29,230,35,75,63,57,31,3,7,1,7,5,3,11,1
80573,85,829,138,430,60,92,15,1,4,6,13,2,3,11,0
83715,2,318,8,407,150,35,8,1,2,8,13,0,3,11,0
82576,66,1206,55,445,168,18,18,1,2,4,12,1,3,11,0
56962,60,292,3,77,10,3,26,7,6,3,5,7,3,11,3
35704,54,30,9,12,2,11,30,3,2,0,4,4,3,11,2
53103,70,729,17,133,11,0,195,5,10,6,7,7,3,11,1
46779,55,12,1,3,0,0,7,1,0,1,2,4,3,11,2
4861,20,2,1,1,1,0,1,0,0,0,0,14,3,11,0
33462,78,22,3,18,0,0,11,1,2,0,3,7,3,11,1
63693,63,587,43,337,42,87,54,3,11,6,9,6,3,11,1
80763,17,674,168,108,192,42,231,1,5,11,6,3,3,11,0
65352,43,284,3,84,4,7,23,2,4,2,8,4,3,11,1
82170,13,1023,93,651,49,55,37,1,5,6,7,2,3,11,0
75759,46,1394,22,708,89,91,182,1,9,7,9,5,3,11,0
79689,65,311,26,640,180,37,121,1,4,9,13,2,3,11,0
35340,1,27,0,12,0,1,5,2,2,0,3,5,3,11,2
85683,6,1296,17,311,45,69,51,1,2,4,10,1,3,11,0
24884,32,3,6,7,0,0,3,1,0,0,3,7,3,11,1
42021,34,393,5,136,7,5,27,5,10,1,6,9,3,11,1
64449,70,218,63,282,137,35,70,4,5,3,12,4,3,11,1
64587,49,66,0,16,0,6,20,2,1,1,4,3,3,11,2
34824,65,4,2,11,2,0,4,1,1,0,2,6,3,11,0
75437,25,795,0,545,95,58,0,1,8,4,10,6,3,11,0
26091,84,15,10,19,8,17,20,3,2,1,3,5,3,11,2
52845,7,384,25,292,130,41,64,3,8,8,6,6,3,11,1
46086,34,244,8,32,7,2,50,4,3,1,8,4,3,11,1
78028,38,158,19,288,25,0,38,1,6,4,9,7,3,11,1
95169,1,1285,21,449,106,20,20,1,4,3,4,1,3,11,0
56337,25,349,16,144,28,5,182,5,8,5,4,8,3,11,2
22434,25,4,12,11,3,13,15,2,2,0,3,8,3,11,1
36930,50,223,2,31,0,2,39,5,5,2,4,8,3,11,1
36130,46,157,43,127,68,56,37,6,3,8,4,4,3,11,1
65569,96,397,46,288,20,38,70,2,6,5,10,3,3,11,1
83844,57,901,31,345,75,31,191,1,4,4,11,1,3,11,0
19514,47,14,3,21,2,1,28,4,3,1,2,8,3,11,2
36736,52,10,0,3,0,0,4,1,1,0,2,6,3,11,2
77568,30,1230,0,396,232,178,158,1,10,2,8,5,3,11,1
49187,63,81,1,31,2,1,0,1,1,1,5,2,3,11,1
30168,51,154,20,66,0,12,27,7,6,1,4,9,3,11,1
34053,14,63,0,21,7,0,12,1,3,0,3,8,3,11,1
38196,20,30,0,11,0,0,3,3,2,0,4,5,3,11,2
59412,56,90,67,165,30,43,11,1,4,2,8,3,3,11,0
70924,41,635,114,254,132,152,76,1,6,6,7,3,3,11,0
54165,72,127,4,73,15,6,11,1,2,1,7,2,3,11,0
32300,1,13,3,6,6,5,6,1,1,0,3,8,3,11,1
20180,27,18,42,24,15,20,18,1,2,1,4,7,3,11,0
34961,77,45,2,26,4,1,1,3,3,1,3,7,3,11,1
28440,87,38,1,24,0,0,0,1,2,0,3,8,3,11,1
64504,81,986,36,168,16,0,108,7,11,3,4,7,3,11,3
33564,51,61,0,3,0,0,7,1,1,1,3,5,3,11,1
17345,79,4,9,16,17,0,12,2,2,1,2,8,3,11,1
56320,11,201,53,172,116,77,83,3,5,4,9,4,3,11,1
28647,54,19,8,29,0,12,26,1,2,2,2,7,3,11,1
15038,93,4,8,11,19,12,26,2,2,1,2,9,3,11,1
32173,0,18,0,2,0,0,2,1,1,0,3,4,3,11,1
68316,54,806,80,161,120,11,33,5,10,7,10,6,3,11,1
74538,21,380,98,733,110,112,28,1,8,8,5,3,3,11,0
91700,58,576,172,961,125,115,19,1,8,6,5,3,3,11,0
68695,3,458,81,356,106,50,40,1,4,4,7,2,3,11,0
31056,99,5,10,13,3,8,16,1,1,0,3,8,3,11,1
79593,70,350,60,568,110,133,145,1,5,6,7,2,3,11,0
28071,65,39,33,130,41,26,44,2,5,1,5,8,3,11,0
37334,44,26,1,16,2,2,15,4,3,0,4,4,3,11,2
46423,6,68,0,16,0,0,8,3,2,0,4,7,3,11,2
37126,9,45,3,9,4,4,7,1,1,2,2,6,3,11,1
47703,95,359,0,134,13,26,123,4,6,3,8,5,3,11,1
61180,70,403,24,29,6,24,218,2,5,5,6,3,3,11,1
38998,92,34,1,14,0,0,5,3,2,0,3,8,3,11,2
8028,62,73,18,66,7,12,2,15,0,1,0,19,3,11,0
76081,85,292,30,415,63,33,200,1,4,5,4,2,3,11,0
34728,2,14,0,16,0,0,6,1,1,1,2,6,3,11,1
33168,0,80,1,37,0,1,3,3,2,1,4,7,3,11,1
33585,91,30,11,33,13,6,29,1,2,0,4,4,3,11,1
77037,3,463,96,333,168,53,10,1,7,7,12,3,3,11,1
35196,68,75,12,141,43,39,187,6,6,1,5,8,3,11,1
44529,98,538,13,91,17,6,26,6,6,2,11,5,3,11,1
70924,41,635,114,254,132,152,76,1,6,6,7,3,3,11,0
28764,16,8,0,3,0,0,1,1,1,0,2,8,3,11,2
69098,82,1315,22,780,145,0,178,1,7,8,9,5,3,11,0
25959,1,4,2,12,7,5,26,2,1,2,2,6,3,11,2
27100,64,12,0,13,2,0,10,1,1,0,3,7,3,11,1
70596,68,347,44,534,17,0,26,1,3,5,12,2,3,11,0
42557,98,192,5,53,0,5,15,4,6,1,4,8,3,11,1
53312,32,241,0,12,0,0,25,1,5,1,5,7,3,11,0
72228,87,631,28,491,30,14,56,1,6,7,8,3,3,11,0
67605,84,336,28,282,184,54,54,1,2,8,6,1,3,11,0
62845,3,1099,0,45,0,0,34,11,3,4,10,8,3,11,2
65196,34,743,19,181,12,0,200,2,7,6,11,5,3,11,2
42000,23,124,83,267,85,59,35,2,5,2,11,5,3,11,0
35860,37,15,0,8,4,2,20,2,1,1,2,5,3,11,2
65526,22,397,19,69,12,0,9,1,4,4,8,2,3,11,1
16860,19,10,4,4,3,3,14,3,1,1,3,7,3,11,2
83528,7,530,117,678,134,44,147,1,4,10,8,1,3,11,0
64176,52,1215,33,249,64,116,149,8,8,9,8,6,3,11,1
22304,91,3,2,7,0,4,2,1,1,0,2,8,3,11,0
67023,93,444,44,382,11,8,17,1,3,7,13,2,3,11,0
32892,78,26,0,15,2,1,2,2,3,0,3,8,3,11,1
70713,23,736,114,279,82,76,190,6,5,6,8,3,3,11,1
59925,83,473,21,176,19,21,56,3,9,2,9,6,3,11,1
39722,92,32,0,5,2,0,8,2,2,0,3,5,3,11,1
46610,4,288,10,30,4,10,125,1,6,1,6,6,3,11,0
88347,32,1050,178,555,77,138,118,1,4,7,9,1,3,11,0
87171,27,1001,44,107,58,44,44,1,6,7,11,2,3,11,0
26907,10,9,1,7,0,3,2,2,1,0,3,7,3,11,2
50014,9,234,14,77,19,10,42,2,4,1,8,5,3,11,1
41014,65,7,2,6,2,0,3,1,1,0,2,7,3,11,1
66294,68,251,108,334,65,92,117,1,4,3,5,2,3,11,0
36715,16,172,10,125,21,13,16,6,7,2,4,9,3,11,1
79456,12,565,42,548,64,83,99,1,5,6,4,3,3,11,0
40479,95,5,0,8,2,0,0,1,0,0,3,4,3,11,1
75345,16,918,57,842,99,38,133,1,5,8,6,3,3,11,0
54233,46,652,8,158,21,0,142,4,11,6,5,8,3,11,1
24163,3,4,1,7,2,1,2,2,1,0,3,4,3,11,2
84460,80,152,27,103,106,54,81,0,9,9,4,5,3,11,0
43776,77,8,0,9,2,1,3,1,1,0,2,6,3,11,1
71691,0,336,130,411,240,32,43,1,4,7,5,2,3,11,0
85844,62,938,19,843,25,95,38,1,6,6,7,2,3,11,0
39190,91,68,8,18,19,8,12,2,2,1,4,5,3,11,1
71367,24,227,23,389,42,21,75,1,4,5,7,2,3,11,0
38578,2,38,4,22,3,3,3,3,3,0,3,8,3,11,2
57236,22,105,0,9,2,1,4,3,2,1,4,3,3,11,2
61825,56,162,50,100,55,30,27,1,4,2,8,4,3,11,1
79803,54,574,8,216,21,16,33,1,4,3,5,1,3,11,1
80910,71,160,80,369,67,39,41,1,3,3,8,1,3,11,0
27590,38,6,0,5,0,0,1,1,1,0,2,7,3,11,1
56775,62,614,35,160,58,35,35,2,5,8,10,5,3,11,1
83829,78,897,161,430,186,161,27,0,4,7,6,1,3,11,0
54210,18,70,54,109,80,9,45,2,4,1,7,5,3,11,1
38508,95,120,19,206,25,19,54,6,7,2,5,8,3,11,1
53187,66,211,2,30,7,7,10,2,4,1,6,5,3,11,1
30023,28,11,0,16,7,6,21,1,2,0,3,8,3,11,1
76045,78,760,53,400,17,93,0,1,4,5,11,2,3,11,0
50870,13,53,0,8,0,0,2,1,2,0,3,5,3,11,1
15315,27,7,4,13,15,8,17,2,2,0,4,5,3,11,0
65463,17,391,32,70,21,32,16,2,6,2,9,5,3,11,1
66480,71,199,9,57,20,21,6,7,4,1,7,4,3,11,2
76773,79,516,56,449,86,33,16,1,2,2,11,1,3,11,0
81698,1,709,45,115,30,160,45,1,8,2,5,5,3,11,0
54466,78,12,0,4,0,0,0,1,1,0,2,5,3,11,2
98777,23,1000,19,711,125,115,38,0,4,6,9,1,3,11,0
16269,75,19,3,18,3,1,0,3,3,0,3,8,3,11,1
71819,70,1224,28,140,0,14,168,3,3,3,5,6,3,11,1
33569,10,16,2,18,3,0,24,1,1,1,2,8,3,11,1
36262,24,88,39,54,64,28,153,1,3,5,3,6,3,11,0
22634,47,2,23,11,8,6,46,1,2,1,2,8,3,11,0
47025,98,508,11,59,23,5,29,5,11,1,6,9,3,11,1
70566,4,381,28,215,84,28,21,2,6,5,9,3,3,11,1
31605,15,74,0,42,2,1,6,2,2,1,4,7,3,11,1
52034,67,146,0,93,7,13,73,5,4,2,5,7,3,11,2
48526,32,23,17,23,43,20,9,1,2,1,4,3,3,11,1
46734,40,110,5,137,26,23,29,2,6,1,5,7,3,11,1
39552,54,165,3,147,4,24,41,7,6,2,5,8,3,11,2
86358,78,957,47,494,82,47,95,4,5,3,6,8,3,11,2
46931,94,41,0,17,3,1,16,2,1,1,3,3,3,11,3
16581,51,1,3,4,2,3,11,1,0,0,3,4,3,11,0
63998,42,176,29,818,0,33,112,1,7,6,11,4,3,11,0
67381,67,815,8,53,11,0,70,4,2,2,9,7,3,11,1
25930,87,6,1,2,2,0,4,1,1,0,2,7,3,11,2
42693,29,8,4,20,6,3,16,1,1,0,3,5,3,11,1
85606,89,717,42,864,219,30,84,2,6,7,9,3,3,11,1
72903,74,1067,138,750,0,19,39,1,7,5,8,4,3,11,0
49669,97,166,5,107,11,8,29,2,5,1,6,6,3,11,1
36778,63,29,4,34,2,4,4,3,3,0,3,9,3,11,2
85696,88,714,76,395,116,0,12,1,4,6,9,1,3,11,0
10979,34,8,4,10,2,2,4,2,3,0,3,5,3,11,0
49678,81,229,5,56,3,2,20,2,6,2,4,7,3,11,1
56129,65,320,48,133,39,72,48,4,6,2,10,4,3,11,1
37155,51,23,0,26,7,15,3,1,2,0,4,5,3,11,1
21282,76,1,5,8,4,8,20,2,2,1,2,6,3,11,1
33419,76,56,0,12,0,0,18,2,2,0,4,7,3,11,1
63285,84,508,124,249,50,38,134,1,6,5,13,3,3,11,0
21255,56,29,0,25,2,2,3,4,2,1,4,4,3,11,1
42162,31,46,7,59,2,4,27,2,3,1,3,6,3,11,1
54450,0,454,0,171,8,19,32,12,9,2,8,8,3,11,2
57744,91,350,3,39,0,0,19,2,9,1,4,8,3,11,1
26576,40,10,0,8,0,0,9,1,1,0,2,9,3,11,1
57513,59,735,40,183,52,20,30,2,9,3,13,6,3,11,0
68142,96,897,126,196,91,112,37,3,10,4,7,6,3,11,1
7500,61,5,2,3,3,0,5,1,1,0,2,8,3,11,1
83145,14,777,35,731,39,137,114,1,5,9,11,2,3,11,0
54197,16,162,6,37,6,13,13,2,1,3,6,1,3,11,1
23091,98,35,0,11,0,0,2,4,2,1,3,7,3,11,2
46049,11,342,9,112,19,14,19,10,5,2,9,7,3,11,2
56715,52,258,105,239,237,172,9,1,7,3,4,4,3,11,0
79410,19,658,80,483,123,13,13,1,3,2,5,1,3,11,0
57304,61,356,80,329,138,17,106,2,7,6,10,5,3,11,1
44375,73,213,5,28,7,7,41,1,4,1,6,5,3,11,1
54450,0,454,0,171,8,19,32,12,9,2,8,8,3,11,2
59594,74,457,4,29,0,0,9,1,8,1,7,7,3,11,1
80685,55,241,45,604,34,26,54,1,6,4,10,2,3,11,0
40344,48,210,0,6,0,0,2,2,4,1,5,7,3,11,1
62710,53,441,35,83,7,29,11,4,4,2,12,4,3,11,1
48985,13,19,13,18,10,7,8,1,1,1,3,3,3,11,1
35322,34,28,9,37,12,7,13,3,2,0,4,8,3,11,3
77142,54,476,75,162,29,151,97,1,4,4,8,2,3,11,0
81657,69,364,40,425,158,60,50,1,3,4,8,1,3,11,0
14421,81,0,0,2,3,3,8,1,1,0,2,5,3,11,0
20130,99,0,6,3,7,6,12,1,1,0,3,8,3,11,0
74214,3,863,83,547,86,99,33,1,8,2,5,5,3,11,0
66726,61,349,7,35,0,0,47,3,8,2,4,7,3,11,2
23724,65,5,23,15,0,18,14,2,2,0,3,8,3,11,1
47353,93,184,2,19,8,8,4,3,2,2,6,5,3,11,1
33444,24,8,0,8,0,0,2,1,1,0,2,8,3,11,2
54386,8,277,21,64,62,21,25,2,3,2,10,3,3,11,1
28510,72,44,5,19,0,4,19,3,2,0,4,5,3,11,2
90638,29,1156,120,915,94,144,96,1,3,4,10,1,3,11,0
48070,33,373,14,83,6,9,19,3,8,2,6,7,3,11,1
43140,68,134,8,76,6,0,11,1,4,1,5,6,3,11,1
54959,55,1148,0,60,0,0,24,3,9,5,4,7,3,11,1
15056,76,6,12,3,21,6,40,5,2,2,3,5,3,11,2
26954,17,4,1,11,0,0,1,1,1,0,2,7,3,11,1
22327,94,5,4,8,2,0,5,1,1,0,3,5,3,11,1
44393,86,24,2,20,2,2,10,2,1,0,4,4,3,11,2
62000,25,899,0,101,0,0,20,1,6,6,13,4,3,11,1
31497,22,108,1,28,13,1,4,2,3,1,4,8,3,11,1
45894,15,27,2,7,0,2,13,1,1,0,3,5,3,11,2
78579,35,816,66,549,216,66,99,1,5,6,4,3,3,11,0
67369,81,1298,0,70,37,14,42,4,7,4,10,4,3,11,1
58401,55,10,0,11,17,29,29,1,1,2,2,4,3,11,1
62307,94,87,13,34,10,6,10,1,4,0,4,5,3,11,1
43641,50,57,2,51,4,2,23,3,2,1,4,6,3,11,2
63841,64,635,15,100,20,7,131,1,9,3,9,6,3,11,1
46891,91,43,12,23,29,15,61,1,2,1,4,4,3,11,1
70091,11,964,34,137,15,0,11,2,5,2,10,8,3,11,1
78075,72,572,8,259,34,35,80,1,3,5,5,1,3,11,0
59184,6,341,142,113,259,151,66,3,6,6,12,5,3,11,1
54809,0,63,6,57,13,13,22,4,2,1,5,4,3,11,2
58113,66,221,104,169,102,78,84,3,9,2,8,7,3,11,1
51412,42,140,3,29,4,5,14,2,3,2,4,4,3,11,1
15287,60,1,2,8,4,3,13,2,1,1,2,7,3,11,1
66636,64,291,10,689,84,10,0,1,3,4,9,1,3,11,0
50965,87,544,13,85,8,6,29,3,10,4,5,8,3,11,1
84618,96,684,100,801,21,66,0,1,6,9,10,2,3,11,0
18351,1,1,12,9,0,14,7,1,2,0,3,7,3,11,0
40451,54,35,0,4,0,0,10,1,1,1,2,5,3,11,2
36317,53,87,3,25,3,2,13,2,3,0,4,7,3,11,1
42213,96,309,3,24,4,3,20,2,5,1,7,7,3,11,1
65748,58,172,73,93,95,78,34,2,2,4,10,1,3,11,1
77044,12,625,38,242,50,34,76,2,7,11,11,4,3,11,1
74918,78,972,59,913,25,19,59,1,5,9,6,3,3,11,0
56721,64,157,6,39,6,13,75,5,4,1,5,6,3,11,2
42160,26,48,9,45,3,15,20,4,2,1,4,6,3,11,2
61559,8,279,83,88,32,14,34,1,4,2,10,3,3,11,1
33629,49,132,0,16,0,0,4,5,3,1,4,9,3,11,2
68682,56,919,0,505,99,30,45,1,4,9,10,2,3,11,0
34377,55,62,0,22,3,1,26,2,2,2,2,7,3,11,1
8940,25,1,45,3,4,6,42,3,3,1,3,8,3,11,1
26228,50,2,6,4,3,1,9,1,1,0,2,8,3,11,1
77297,84,408,61,109,48,122,41,1,5,7,9,4,3,11,0
40211,30,51,1,7,2,1,25,2,2,1,2,8,3,11,2
33438,81,62,1,16,3,2,6,4,2,1,4,5,3,11,2
75032,74,952,12,180,47,12,12,2,5,4,9,3,3,11,1
61284,76,618,15,106,20,7,45,1,11,2,8,6,3,11,0
22518,36,11,7,12,2,2,27,2,2,1,2,5,3,11,1
54730,64,318,3,17,4,7,56,5,4,1,8,4,3,11,1
38452,62,56,0,14,0,0,2,3,3,0,3,7,3,11,2
44421,53,110,5,59,7,1,7,5,5,0,4,8,3,11,2
38197,86,23,0,11,2,1,3,1,1,0,3,5,3,11,1
41986,15,27,5,8,8,3,12,3,3,0,4,4,3,11,1
28427,67,18,3,19,3,3,6,2,2,0,3,8,3,11,1
37395,47,18,0,9,0,1,11,1,1,0,3,6,3,11,1
64722,47,303,0,280,60,147,15,4,8,2,11,6,3,11,1
55249,81,97,1,19,2,0,11,1,2,1,4,3,3,11,1
84906,98,997,15,414,99,30,76,1,5,6,12,2,3,11,0
28691,56,5,4,13,8,0,4,1,1,0,3,8,3,11,1
44213,48,95,11,35,0,4,7,4,2,1,5,6,3,11,2
25707,18,1,6,2,3,6,3,1,1,0,3,7,3,11,1
59062,74,46,1,12,3,0,9,2,2,0,3,4,3,11,3
76624,68,411,106,147,54,115,66,1,5,10,7,1,3,11,1
66000,36,244,51,270,101,0,45,1,1,3,5,1,3,11,0
27683,90,152,9,121,12,12,45,4,6,2,4,8,3,11,1
1730,65,1,1,3,1,1,1,15,0,0,0,20,3,11,0
7500,63,10,17,18,8,26,40,4,3,2,2,9,3,11,1
40521,82,12,0,5,0,0,4,1,0,1,2,5,3,11,2
20427,63,5,0,4,0,0,1,1,1,0,2,8,3,11,1
65106,55,790,19,133,12,0,19,3,8,3,13,6,3,11,1
69969,64,882,29,514,38,29,44,1,4,2,6,3,3,11,0
67433,51,615,28,259,12,48,30,4,6,5,13,4,3,11,2
77766,97,1004,59,265,115,59,27,2,11,10,11,6,3,11,1
74716,92,133,27,421,13,195,71,2,7,3,5,4,3,11,1
68118,51,595,23,123,10,23,154,2,8,9,4,6,3,11,1
55158,72,293,0,87,4,11,23,4,7,2,5,7,3,11,2
62972,39,313,15,47,20,0,192,2,7,4,3,6,3,11,1
74190,49,151,81,86,168,91,64,2,4,2,11,2,3,11,1
39356,21,15,0,2,0,0,6,1,1,0,2,6,3,11,2
76653,91,736,63,946,219,189,126,1,4,7,11,2,3,11,0
35860,37,15,0,8,4,2,20,2,1,1,2,5,3,11,2
90687,98,982,17,672,23,34,51,1,6,2,8,2,3,11,0
73450,85,1142,51,415,90,69,37,1,7,8,11,3,3,11,0
31454,40,28,0,11,0,0,9,3,2,0,3,8,3,11,2
47139,2,46,0,12,0,2,23,2,2,1,2,7,3,11,2
83829,78,897,161,430,186,161,27,0,4,7,6,1,3,11,0
53378,41,489,6,152,8,6,132,10,9,4,6,8,3,11,2
